UEN	EMI	CompanyName	size_group	industry_code (M)	industry_desc (I)	SSIC2020
198305836K	6006829	KENTO LOUNGE PTE. LTD.	(1) 10-24	R90-93	Arts, Entertainment and Recreation	93203
198305895R	6006835	HUHTAMAKI SINGAPORE PTE LTD	(1) 10-24	G46	Wholesale Trade	46471
198305943E	6006841	SOON SENG HUAT (SINGAPORE) PRIVATE LIMITED	(2) 25-99	Hothers	Other Transport & Storage Services	52292
198305956K	6006845	PACC CONTAINER LINE PTE LTD	unknown	H50,5222,5225	Water Transport & Supporting Services	50021
198306012C	6006851	PRECISION TECHNOLOGIES PTE LTD	(2) 25-99	G46	Wholesale Trade	46900
198306025G	6006853	SPEEDO CORROSION CONTROL PTE LTD	(2) 25-99	N82	Office Administrative and Business Support	82999
198306048E	6006859	CHEM-SOLV TECHNOLOGIES PTE LTD.	(3) 100-249	F41-43	Construction	43299
198306087E	6006863	SL METALS PTE. LTD.	(2) 25-99	Cothers	Other Manufacturing Industries	24310
198306090C	6006865	INTERLIFT SALES PTE LTD	(2) 25-99	F41-43	Construction	43299
198306094E	6006867	MEWAH OILS & FATS PTE LTD	(3) 100-249	G46	Wholesale Trade	46303
198306109Z	6006871	ANCON ANDA PTE. LTD.	(2) 25-99	F41-43	Construction	41009
198306127D	6006877	IMCHEM GROUP PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46649
198400002N	6006879	DEMBICON EQUIPMENT PTE. LTD.	(0) E1	F41-43	Construction	41009
198400005G	6006881	WEE HOE CHENG CHEMICALS PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46649
198400030K	6006885	WACKER CHEMICALS (SOUTH ASIA) PTE LIMITED	(2) 25-99	G46	Wholesale Trade	46649
198400046H	6006889	ABV TECHNOLOGY PTE LTD	(2) 25-99	F41-43	Construction	41009
198400100G	6006901	KAI KWONG OPTICAL CO PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46900
198400145M	6006907	YOWIE ENGINEERING & SERVICES PTE LTD	(0) E1	C25,28	Fabricated Metal Products & Machinery	28300
198400164G	6006909	SSA ACADEMY PTE. LTD.	(2) 25-99	O84,P85	Public Administration and Education	85409
198400165W	6006911	ESCO MICRO PTE LTD	(2) 25-99	C26	Electronic & Computer Products	26511
198400174Z	6006915	ALLSWELL TRADING PTE LTD	(1) 10-24	G46	Wholesale Trade	46900
198400191M	6006919	YEW HENG CREDIT ENTERPRISE (PTE) LTD	(1) 10-24	H49,5221	Land Transport & Supporting Services	49215
198400208H	6006921	C2O CORPORATION PTE. LTD.	(2) 25-99	G46	Wholesale Trade	46511
198400373W	6006941	DISCO HI-TEC (SINGAPORE) PTE LTD	(2) 25-99	G46	Wholesale Trade	46541
198400394N	6006943	INTERNI CONSTRUCTION ENTERPRISES PTE LTD	(0) E1	F41-43	Construction	41009
198400487H	6006947	LOUIS VUITTON (SINGAPORE) PTE. LTD.	(4) 250 & above	G46	Wholesale Trade	46415
198400521C	6006949	BLUEBELL SINGAPORE PTE. LTD.	(3) 100-249	G47	Retail Trade	47719
198400531N	6006951	STEEL FORMING & ROLLING SPECIALISTS PTE LTD	(1) 10-24	C25,28	Fabricated Metal Products & Machinery	25114
198400599W	9990471	SYNERGY VENTURES PTE LTD	unknown	M69-70	Legal, Accounting & Management Services	70209
198400638E	6006955	CWT GLOBELINK PTE LTD	(3) 100-249	Hothers	Other Transport & Storage Services	52292
198400649H	6006957	ACRE ENGINEERING PTE LTD	(1) 10-24	M71	Architectural & Engineering Services	71124
198400681M	6006959	SIANG HOCK HOLDING PTE LTD	(1) 10-24	N77	Rental & Leasing	77101
198400703G	6006961	ITOCHU PETROLEUM CO., (SINGAPORE) PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46610
198400775W	6006969	C. STEINWEG ASIA PTE. LTD.	(2) 25-99	Hothers	Other Transport & Storage Services	52101
198400844D	6006973	WING TAI CLOTHING PTE LTD	(3) 100-249	G47	Retail Trade	47711
198400907Z	6006975	2K BUILDER PTE LTD	(2) 25-99	F41-43	Construction	42909
198400909C	6006977	ANTICIMEX PEST MANAGEMENT PTE. LTD.	(4) 250 & above	N81	Cleaning and Landscaping	81291
198400932D	6006979	STATIONERY WORLD (S) PTE LTD	(2) 25-99	G46	Wholesale Trade	46473
198400946Z	6006981	CRIMSIGN GRAPHICS PTE LTD	(2) 25-99	Cothers	Other Manufacturing Industries	32901
198400958N	6006983	DXC TECHNOLOGY SINGAPORE PTE. LTD.	(4) 250 & above	J62-63	IT & Other Information Services	62021
198400965N	6006985	EIS AGENCIES PTE. LTD.	(1) 10-24	G47	Retail Trade	47414
198400980E	6006987	CYCLECT FACILITIES MANAGEMENT PTE. LTD.	(3) 100-249	F41-43	Construction	41009
198401013N	6006989	ACOLITE CONSTRUCTION (S) PTE LTD	(2) 25-99	F41-43	Construction	41009
198401033Z	6006993	TOYS'R'US (SINGAPORE) PTE. LTD.	(4) 250 & above	G47	Retail Trade	47640
198401049W	6006995	ADVANCED BUSINESS & MANAGEMENT CONSULTANCY PTE LTD	(0) E1	M69-70	Legal, Accounting & Management Services	70201
198401169W	6007001	LUNIK ENGINEERING SERVICE CO PTE LTD	(2) 25-99	C25,28	Fabricated Metal Products & Machinery	25997
198401208E	6007005	WEE'S CLINIC & SURGERY PTE. LTD.	unknown	Q86-88	Health and Social Services	86201
198401222E	6007007	CHIP CHUAN CONTRACTORS PTE. LTD.	(2) 25-99	C29-30	Transport Equipment	30110
198401262R	6007011	EBENEZER FOOD PTE. LTD.	(1) 10-24	Hothers	Other Transport & Storage Services	52101
198401324C	6007023	COMPOSITE TECHNOLOGY INTERNATIONAL PTE LTD	(1) 10-24	C29-30	Transport Equipment	30302
198401363C	6007029	QBE INSURANCE (SINGAPORE) PTE. LTD.	(3) 100-249	K65 & 662	Insurance Services	65124
198401366N	6007033	LHL INTERNATIONAL PTE. LTD.	(2) 25-99	C25,28	Fabricated Metal Products & Machinery	28300
198401374E	6007039	ASSA ABLOY ENTRANCE SYSTEMS SINGAPORE PTE. LTD.	(2) 25-99	F41-43	Construction	43307
198401377W	6007041	V3 CONSTRUCTION PTE. LTD.	(3) 100-249	F41-43	Construction	41009
198401572M	6007051	FINE CARBIDE TOOLS PTE LTD	(1) 10-24	C25,28	Fabricated Metal Products & Machinery	25914
198401594Z	6007055	JEEP CHEE TRADING PTE LTD	(1) 10-24	S,T,U	Other Community, Social & Personal Services	95303
198401685M	6007065	SCATECH ENGINEERING PTE. LTD.	(2) 25-99	F41-43	Construction	41001
198401730H	6007069	VOPAK ASIA PTE. LTD.	(2) 25-99	M69-70	Legal, Accounting & Management Services	70201
198401772C	6007073	OLAM COCOA PTE. LTD.	(3) 100-249	C10-12	Food, Beverages & Tobacco	10731
198401774D	6007075	CENTOUR TRAVEL & TRADING (S) PTE LTD	unknown	N79	Travel & Tour Agencies	79102
198401782N	6007077	INTER-PREMIUM GROUP SERVICES PTE LTD	(0) E1	M69-70	Legal, Accounting & Management Services	70201
198401797C	6007079	EMRI ELECTRONICS PTE LTD	unknown	G46	Wholesale Trade	46900
198401800E	6007081	KWAN YONG CONSTRUCTION PTE LTD	(4) 250 & above	F41-43	Construction	41009
198401818E	6007085	CHUNG SHAN PTE. LTD.	(2) 25-99	C19-21	Petroleum, Chemical & Pharmaceutical Products	20132
198401822M	6007087	PROCEED PTE. LTD.	(1) 10-24	F41-43	Construction	42909
198401867W	6007097	SING & SAN CONSTRUCTION PTE LTD	(3) 100-249	F41-43	Construction	42909
198401891K	6007101	COSMOPOLITAN ENGRG. SERVICES PTE LTD	(2) 25-99	C25,28	Fabricated Metal Products & Machinery	28161
198401906E	6007105	POH KIM VIDEO PTE. LTD.	(1) 10-24	N77	Rental & Leasing	77220
198401908G	6007107	INPUTRONICS PTE LTD	(1) 10-24	S,T,U	Other Community, Social & Personal Services	95110
198401961G	6007113	LIAN SENG ENGRAVING INDUSTRY PTE. LTD.	unknown	C25,28	Fabricated Metal Products & Machinery	25120
198401965K	6007115	VSTECS (SINGAPORE) PTE. LTD.	(3) 100-249	G46	Wholesale Trade	46511
198401968D	6007117	PIN METAL INDUSTRIES (PTE.) LTD.	(2) 25-99	N82	Office Administrative and Business Support	82999
198402013K	6007121	DENZAI HUATIONG LOGISTICS PTE. LTD.	(3) 100-249	H49,5221	Land Transport & Supporting Services	52212
198402047M	6007125	DLM PTE. LTD.	(3) 100-249	F41-43	Construction	43210
198402065R	6007129	ALL WATCHES PTE LTD	(1) 10-24	G47	Retail Trade	47733
198402107R	6007137	ESEN POLYTHENE CO. PTE. LTD.	unknown	C17,18,22	Paper, Plastic Products & Printing	22213
198402131H	6007139	HOCK WAH CONSTRUCTION & ENTERPRISE PTE LTD	(1) 10-24	Cothers	Other Manufacturing Industries	31001
198402160R	6007141	PACIFIC SYNERGY PTE LTD	(1) 10-24	J58-61	Telecommunications, Broadcasting & Publishing	61012
198402171Z	6007143	ADDITIVE CIRCUITS (S) PTE LTD	(0) E1	C26	Electronic & Computer Products	26123
198402177E	6007145	SCHAEFER SYSTEMS INTERNATIONAL PTE LTD	(2) 25-99	Hothers	Other Transport & Storage Services	52101
198402253K	6007149	TECHNIGROUP FAR EAST PTE LTD	unknown	Cothers	Other Manufacturing Industries	31003
198402313N	6007159	EMATCO INDUSTRIAL PTE. LTD.	(2) 25-99	C29-30	Transport Equipment	30110
198402324W	6007161	SJP SEALING TECHNOLOGY (S) PTE LTD	(2) 25-99	C25,28	Fabricated Metal Products & Machinery	25999
198402338N	6007163	YEW ANN CONSTRUCTION PTE LTD	(2) 25-99	F41-43	Construction	41009
198402343M	6007165	HEALTHY HOMES MARKETING PTE LTD	(2) 25-99	G47	Retail Trade	47539
198402350M	6007167	PRIME SUPERMARKET LIMITED	(4) 250 & above	G47	Retail Trade	47101
198402352N	6007169	TAI SUN (LIM KEE) FOOD INDUSTRIES PTE. LTD.	(2) 25-99	G46	Wholesale Trade	46301
198402373K	6007171	AMBER REGENCY BIZLINK PTE LTD	(3) 100-249	N80	Securities & Investigation	80100
198402380K	6007173	BESCO BUILDING SUPPLIES (S.E.A.) PTE. LTD.	(2) 25-99	F41-43	Construction	41009
198402402E	6007175	AMETEK SINGAPORE PRIVATE LIMITED	(2) 25-99	M69-70	Legal, Accounting & Management Services	70101
198402433N	6007177	VOSCO METAL PTE LTD	(2) 25-99	N82	Office Administrative and Business Support	82999
198402463M	6007179	TOH BAN SENG CONTRACTOR PTE LTD	(2) 25-99	F41-43	Construction	42201
198402484H	6007181	SPARCO PAINTS (S) PTE LTD	(2) 25-99	C19-21	Petroleum, Chemical & Pharmaceutical Products	20222
198402573Z	6007183	FREIGHT LINKS LOGISTICS PTE. LTD.	(1) 10-24	Hothers	Other Transport & Storage Services	52292
198402576M	6007187	LIAN ENG PTE. LTD.	(2) 25-99	C25,28	Fabricated Metal Products & Machinery	28169
198402596W	6007191	FRANKLIN OFFSHORE INTERNATIONAL PTE. LTD.	(4) 250 & above	C29-30	Transport Equipment	30110
198402646H	6007201	DIKA SHIPPING PTE LTD	(2) 25-99	G46	Wholesale Trade	46661
198402708N	9990217	HUNG SOON MEDICAL TRADING PTE. LTD.	unknown	G47	Retail Trade	47723
198402733W	6007203	J.S.T. COMPONENTS (S) PTE. LTD.	(2) 25-99	G46	Wholesale Trade	46522
198402740W	6007205	FEDERAL EXPRESS (SINGAPORE) PTE LTD	(4) 250 & above	Hothers	Other Transport & Storage Services	53200
198402847H	6007215	BAYSWATER SHIPPING & FORWARDING PTE. LTD.	(2) 25-99	Hothers	Other Transport & Storage Services	52292
198402866D	6007219	REGIONAL TECH PTE LTD	unknown	G46	Wholesale Trade	46900
198402868E	6007221	CUSCADEN PEAK INVESTMENTS PRIVATE LIMITED	(2) 25-99	M69-70	Legal, Accounting & Management Services	70101
198402883R	6007223	HOYA LENS (S) PTE LTD	(2) 25-99	G46	Wholesale Trade	46491
198402886H	6007225	VENTURE CORPORATION LIMITED	(4) 250 & above	C26	Electronic & Computer Products	26201
198402921M	6007235	BETHESDA (BEDOK-TAMPINES) CHURCH LTD	(2) 25-99	S,T,U	Other Community, Social & Personal Services	94911
198402944K	6007237	GLOBE MARINE ELECTRICAL PTE. LTD.	(2) 25-99	C29-30	Transport Equipment	30110
198402967H	6007241	LC&T BUILDER (1971) PTE. LTD.	(4) 250 & above	F41-43	Construction	41009
198403036E	6007243	ITOKI SYSTEMS (SINGAPORE) PTE LTD	(0) E1	F41-43	Construction	41009
198403046W	6007245	PALMS FOOD INTERNATIONAL PTE LTD	(1) 10-24	I56	Food and Beverage Services	56123
198403067N	6007249	OMF SINGAPORE LTD	(1) 10-24	S,T,U	Other Community, Social & Personal Services	94919
198403070K	9990155	HARBORLIGHT CHURCH LTD.	unknown	S,T,U	Other Community, Social & Personal Services	94919
198403076R	6007255	ALS TECHNICHEM (SINGAPORE) PTE LTD	(3) 100-249	M72-75	Other Professional Services	72109
198403087Z	6007257	HITACHI CONSTRUCTION MACHINERY ASIA AND PACIFIC PTE. LTD.	(2) 25-99	G46	Wholesale Trade	46542
198403139M	6007263	ALLGLASS SERVICES (S) PTE LTD	(1) 10-24	F41-43	Construction	43305
198403141W	6007265	MP BIOMEDICALS ASIA PACIFIC PTE. LTD.	(2) 25-99	C19-21	Petroleum, Chemical & Pharmaceutical Products	21022
198403186D	6007269	KAILY PACKAGING (PRIVATE) LIMITED	(1) 10-24	C17,18,22	Paper, Plastic Products & Printing	17022
198403189R	6007273	SACMI (SINGAPORE) PTE LTD	(1) 10-24	G46	Wholesale Trade	46599
198403250N	6007277	WSP CONSULTANCY PTE. LTD.	(4) 250 & above	M71	Architectural & Engineering Services	71111
198403273M	6007279	CHIM'S SIZZLING SATAY PTE LTD	(1) 10-24	I56	Food and Beverage Services	56200
198403324N	6007283	NTH CONSTRUCTION PTE LTD	(2) 25-99	F41-43	Construction	41009
198403360C	6007289	CLAVON ENGINEERING PTE. LTD.	(2) 25-99	C29-30	Transport Equipment	30110
198403388N	6007291	TECK SENG METAL PTE LTD	unknown	L68	Real Estate Services	68103
198403449H	6007293	TIPEX PTE. LTD.	(0) E1	G46	Wholesale Trade	46900
198403458K	6007295	SEALED AIR (SINGAPORE) PTE. LIMITED	(2) 25-99	G46	Wholesale Trade	46471
198403465K	6007299	TRANSNATIONAL SUPPLY CHAIN LOGISTICS PTE LTD	(3) 100-249	Hothers	Other Transport & Storage Services	53200
198403498C	6007305	LIGUANG DISTRIBUTORS PTE. LTD.	(1) 10-24	Cothers	Other Manufacturing Industries	32909
198403567G	6007309	PALL FILTRATION PTE LTD	(3) 100-249	C26	Electronic & Computer Products	26119
198403573R	6007313	FOOK SANG TONG TRADING PTE LTD	(1) 10-24	C10-12	Food, Beverages & Tobacco	10750
198403582W	6007317	SWEE HIN POWER SYSTEMS PTE. LTD.	(2) 25-99	Cothers	Other Manufacturing Industries	27202
198403601Z	9990069	STARPAK MANAGEMENT CONSULTANTS PTE. LTD.	unknown	M69-70	Legal, Accounting & Management Services	70201
198403608R	6007319	ENTREPOT MARKETING PTE LTD	(2) 25-99	G46	Wholesale Trade	46541
198403614E	6007323	ENG BEE FOODSTUFFS MANUFACTURING PTE LTD	(2) 25-99	C10-12	Food, Beverages & Tobacco	10611
198403637D	6007325	KIM HING FOOD INDUSTRIES PTE LTD	(2) 25-99	C10-12	Food, Beverages & Tobacco	10799
198403644D	6007327	REN-ZHU TRADING PTE. LTD.	(1) 10-24	C25,28	Fabricated Metal Products & Machinery	86201
198403666K	6007333	KYC ENGINEERING SERVICES PTE. LTD.	(2) 25-99	F41-43	Construction	41009
198403722K	6007337	PEPSICO INTERNATIONAL PTE. LTD.	(0) E1	N82	Office Administrative and Business Support	82999
198403734E	6007341	GOLDEN SEASON PTE LTD	(1) 10-24	G46	Wholesale Trade	46900
198403735R	6007343	EVANGEL FAMILY CHURCH LTD	(1) 10-24	S,T,U	Other Community, Social & Personal Services	94911
198403740N	6007345	EUROKARS AUTO PTE. LTD.	(3) 100-249	S,T,U	Other Community, Social & Personal Services	95301
198403749M	6007347	OVOL SINGAPORE PTE. LTD.	(2) 25-99	G46	Wholesale Trade	46471
198403760Z	6007349	CARL ZEISS PTE. LTD.	(3) 100-249	G46	Wholesale Trade	46592
198403789D	6007355	SINCASTLE ENTERPRISES PTE. LTD.	(2) 25-99	C29-30	Transport Equipment	30110
198403813D	6007359	NIDEC COMPONENT TECHNOLOGY CO., LTD.	(1) 10-24	C25,28	Fabricated Metal Products & Machinery	25999
198403862R	6007367	PETAL PRODUCTIONS PTE LTD	unknown	J58-61	Telecommunications, Broadcasting & Publishing	59112
198403904R	6007369	KES SYSTEMS & SERVICE (1993) PTE LTD	(2) 25-99	C25,28	Fabricated Metal Products & Machinery	28273
198403957M	6007373	CEL COATINGS INDUSTRIES PTE LTD	(1) 10-24	K64 & 66 (excl. 662)	Financial Services	64202
198403959N	6007375	QUALITY COMPONENTS & SYSTEMS PTE. LTD.	(2) 25-99	M72-75	Other Professional Services	72102
198403986Z	6007377	SEDGWICK SINGAPORE PTE. LTD.	(2) 25-99	K65 & 662	Insurance Services	66299
198404045D	6007383	EVERISE WAREHOUSING & TRANSPORTATION (PTE) LTD	(2) 25-99	C17,18,22	Paper, Plastic Products & Printing	17022
198404067K	6007389	HUAYI SHANG HANG IMPORTERS & EXPORTERS PTE LTD	(2) 25-99	G46	Wholesale Trade	46900
198404112G	6007393	HUA YANG CREDIT PTE LTD	(2) 25-99	G47	Retail Trade	47311
198404132M	6007397	UPS SCS (SINGAPORE) PTE. LTD.	(4) 250 & above	H50,5222,5225	Water Transport & Supporting Services	52222
198404282K	6007413	JURID ENTERPRISE PTE. LTD.	(1) 10-24	G46	Wholesale Trade	43301
198404289G	6007417	SIM LEE CONSTRUCTION & TRANSPORT PTE LTD	(1) 10-24	H49,5221	Land Transport & Supporting Services	49231
198404307W	6007421	SOLVAY SPECIALTY CHEMICALS ASIA PACIFIC PTE. LTD.	(2) 25-99	G46	Wholesale Trade	46641
198404361H	6007427	COFFEE CLUB PTE LTD	(2) 25-99	I56	Food and Beverage Services	56111
198404363K	6007429	EVERSHINE SERVICES PTE. LTD.	unknown	N81	Cleaning and Landscaping	81211
198404370K	6007431	SRE GLOBAL PTE. LTD.	(2) 25-99	L68	Real Estate Services	68101
198404402W	6007437	WESLEY ENGINEERING TRADING PTE. LTD.	(1) 10-24	C25,28	Fabricated Metal Products & Machinery	28300
198404420C	6007439	GAINSWELL TRADING PTE. LTD.	(2) 25-99	C19-21	Petroleum, Chemical & Pharmaceutical Products	21022
198404422D	6007441	ALUPUTER INDUSTRIAL PTE LTD	(2) 25-99	C25,28	Fabricated Metal Products & Machinery	25921
198500008D	6007447	SOO'S NURSING HOME PTE. LTD.	unknown	Q86-88	Health and Social Services	87010
198500031E	6007451	PLANT & MILL SUPPLIES PTE. LTD.	(2) 25-99	C25,28	Fabricated Metal Products & Machinery	28300
198500059W	6007455	PACMARINE SERVICES PTE. LTD.	(1) 10-24	H50,5222,5225	Water Transport & Supporting Services	52252
198500065G	6007457	NETWORK FOR ELECTRONIC TRANSFERS (SINGAPORE) PTE LTD	(4) 250 & above	K64 & 66 (excl. 662)	Financial Services	66195
198500100K	6007467	ROLLS-ROYCE SINGAPORE PTE. LTD.	(4) 250 & above	C29-30	Transport Equipment	30301
198500107G	6007469	KHIAW BEE HANG CHEMICAL PTE LTD	(1) 10-24	G46	Wholesale Trade	46641
198500164K	9713105	ADECCO PERSONNEL PTE LTD	unknown	N78	Employment Activities	78104
198500183E	9989937	EXCELSIOR ENGINEERING PTE LTD	(2) 25-99	M71	Architectural & Engineering Services	71121
198500215M	6007477	JAPANESE KINDERGARTEN (S) PTE LTD	(2) 25-99	O84,P85	Public Administration and Education	85304
198500244Z	6007481	TAY LEE SENG CONSTRUCTION PTE LTD	(2) 25-99	F41-43	Construction	41009
198500286M	6007485	R'EMINENT TYRE AUTOMOTIVE PTE. LTD.	(1) 10-24	G47	Retail Trade	47313
198500319K	6007491	UNIVERSAL (FAR EAST) PTE. LTD.	(1) 10-24	M71	Architectural & Engineering Services	71129
198500372K	6007493	AVERY DENNISON SINGAPORE (PTE) LTD	(2) 25-99	G46	Wholesale Trade	46900
198500393G	6007501	SPEEDMARK AIR TRANSPORTATION PTE LTD	(2) 25-99	H51,5223	Air Transport & Supporting Services	52232
198500394W	6007503	SPEEDMARK CONSOLIDATION SERVICE PTE LTD	(1) 10-24	Hothers	Other Transport & Storage Services	52292
198500481G	6007511	LENG TECK IMPEX PTE LTD	(1) 10-24	G46	Wholesale Trade	46631
198500496N	6007513	HELEFLO PRODUCTS PTE LTD	unknown	G46	Wholesale Trade	46900
198500531W	6007517	ASIA-BENI STEEL INDUSTRIES (PTE) LTD	(1) 10-24	Cothers	Other Manufacturing Industries	24310
198500539E	6007521	TFW MANAGEMENT SERVICES PTE LTD	(2) 25-99	M69-70	Legal, Accounting & Management Services	70201
198500551D	6007525	WBL ENGINEERING & DISTRIBUTION PTE. LTD.	(2) 25-99	G46	Wholesale Trade	46639
198500568M	6007529	RENO BOX PTE. LTD.	(2) 25-99	Cothers	Other Manufacturing Industries	31001
198500570W	6007531	GLOBAL BEAUTY INTERNATIONAL PTE. LIMITED	(2) 25-99	M69-70	Legal, Accounting & Management Services	14101
198500593R	6007535	HENG BOON SENG CONSTRUCTION PTE LTD	(2) 25-99	F41-43	Construction	41009
198500605W	6007537	LITTLE HUMANS PTE. LTD.	(3) 100-249	G47	Retail Trade	47712
198500617M	6007539	COMPLETE CORPORATE SERVICES PTE LTD	(2) 25-99	M69-70	Legal, Accounting & Management Services	69201
198500624M	6007541	UIE INDUSTRIAL EQUIPMENT PTE LTD	(1) 10-24	G46	Wholesale Trade	46541
198500628R	6007543	KOMALA VILAS RESTAURANT PTE. LTD.	(2) 25-99	I56	Food and Beverage Services	56111
198500638H	9989879	SEATRIUM SPECIALISED SHIPBUILDING PTE. LTD.	unknown	C29-30	Transport Equipment	30110
198500655C	6007547	SERVIER (S) PTE LTD	(2) 25-99	C19-21	Petroleum, Chemical & Pharmaceutical Products	46521
198500659E	6007549	MANLEE PACKING & TRANSPORT PTE LTD	(2) 25-99	Hothers	Other Transport & Storage Services	52292
198500662C	6007551	REDINA TRADING PTE LTD	(2) 25-99	G47	Retail Trade	47719
198500774K	6007573	PROFESSIONAL TESTING SERVICES PTE LTD	(2) 25-99	M71	Architectural & Engineering Services	71129
198500785N	6007575	OHM ENGINEERING PTE LTD	(4) 250 & above	F41-43	Construction	43210
198500791D	6007577	UNITRIO TRADING PTE. LTD.	(2) 25-99	G46	Wholesale Trade	46639
198500823K	6007579	HYPERCOAT ENTERPRISES PTE. LTD.	(2) 25-99	C29-30	Transport Equipment	30301
198500840D	6007581	APRO-ASIAN PROTECTION PTE LTD	(4) 250 & above	N80	Securities & Investigation	80100
198500876G	6007587	BRITOIL OFFSHORE SERVICES PTE LTD	(2) 25-99	C29-30	Transport Equipment	30120
198500910Z	6007591	PALM BEACH SEAFOOD RESTAURANT PTE LTD	(2) 25-99	I56	Food and Beverage Services	56111
198500962E	6007593	FUJIFILM BUSINESS INNOVATION SINGAPORE PTE. LTD.	(4) 250 & above	G46	Wholesale Trade	46591
198500990C	6007595	LASER PRINTING INDUSTRIES PTE LTD	(2) 25-99	C17,18,22	Paper, Plastic Products & Printing	18113
198500992D	6007597	HOERBIGER KT ASIA SERVICES PTE LTD	(2) 25-99	C25,28	Fabricated Metal Products & Machinery	28129
198500995R	6007601	GATEWAY-RIKEN TIRES PTE LTD	(1) 10-24	C17,18,22	Paper, Plastic Products & Printing	47313
198501019D	6007605	NYEE PHOE FLOWER GARDEN PTE LTD	(2) 25-99	N81	Cleaning and Landscaping	81300
198501043R	6007607	SEALAND TURBO-DIESEL ASIA PTE LTD	(1) 10-24	C25,28	Fabricated Metal Products & Machinery	28129
198501232C	9989807	GUAN CHANG ELECTRICAL PTE. LTD.	(0) E1	G47	Retail Trade	47535
198501315D	6007619	THONG CHEW FOOD INDUSTRIES PTE LTD	(2) 25-99	C10-12	Food, Beverages & Tobacco	10793
198501342H	6007625	UNISPEC ADJUSTERS & SURVEYORS (S) PTE LTD	(1) 10-24	H50,5222,5225	Water Transport & Supporting Services	46639
198501369K	6007627	SONIENG SERVICES PTE LTD	(1) 10-24	N81	Cleaning and Landscaping	70209
198501373W	6007629	TRANSPEED CARGO (S) PTE. LTD.	(2) 25-99	Hothers	Other Transport & Storage Services	52292
198501408W	6007631	JOO MOH CHIAP KEE TRADING PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46499
198501418K	6007635	HOCK GUAN CHEONG BUILDER PTE. LTD.	unknown	F41-43	Construction	41001
198501464K	6007639	KAY KAY PLASTIC INDUSTRIES PTE LTD	(2) 25-99	C17,18,22	Paper, Plastic Products & Printing	22216
198501528W	6007647	TERASAKI CIRCUIT BREAKERS (S) PTE LTD	(1) 10-24	G46	Wholesale Trade	46522
198501548D	6007649	STAMFORD ENGINEERING PTE LTD	unknown	C25,28	Fabricated Metal Products & Machinery	28223
